id,japones,hiragana,romaji,traduccion
1830,爪,つめ,tsume,Uña
1831,缶,かん,kan,poder
1832,とんとん,とんとん,tonton,Toc toc (golpe ligero)
1833,袖,そで,sode,manga
1834,濡れる,ぬれる,nureru,Mojarse
1835,パーセント,ぱーせんと,pa-sento,por ciento
1837,拍手,はくしゅ,hakushu,aplausos
1838,弾く,ひく,hiku,jugar
1839,ひも,ひも,himo,Correa
1840,昼過ぎ,ひるすぎ,hirusugi,tarde
1841,船,ふね,fune,bote
1842,まく,まく,maku,sembrar
1843,姪,めい,mei,sobrina
1844,個人,こじん,kojin,Individual
1845,歌手,かしゅ,kashu,cantante
1846,社員,はいん,Shain,empleado
1847,不動産屋,ふどうさにゃ,fudousanya,Tienda de bienes raíces
1848,最大,さいだい,saidai,máximo
1849,動き,うごき,ugoki,Movimiento
1850,事件,じけん,jiken,Incidente
1851,過去,かこ,kako,pasado
1852,協力,きょうりょく,kyouryoku,cooperación
1853,時期,じき,jiki,estación
1854,経つ,たつ,tatsu,Paso
1855,雷,かみなり,kaminari,trueno
1856,責任,せきにん,sekinin,responsabilidad
1857,願う,ねがう,negau,Espero
1858,発見,はっけん,hakken,descubrimiento
1859,気,き,ki,aire
1860,美容院,びょういん,byouin,Salón de belleza
1861,状況,じょうきょう,joukyou,situación
1862,目的,もくてき,mokuteki,el propósito
1863,企業,きぎょう,kigyou,Empresas
1864,釣り,つり,tsuri,pesca
1865,漫画,マンガ,manga,historietas
1866,温泉,おんせん,onsen,fuente termal
1867,トレーニング,とれーにんぐ,tore-ningu,capacitación
1868,噂,うわさ,uwasa,rumor
1869,本物,ほんもの,honmono,Auténtico
1870,アイデア,あいであ,aidea,Ideas
1871,地下,ちか,chika,subterráneo
1872,マーケット,まーけっと,ma-ketto,mercado
1873,スケジュール,すけじゅーる,sukeju-ru,cronograma
1874,出張,しゅっちょう,shucchou,viaje de negocios
1875,コック,こっく,kokku,polla
1876,正午,しょうご,shougo,mediodía
1877,ブラシ,ぶらし,burashi,Cepillar
1878,書き取る,かきとる,kakitoru,Escribirlo
1879,歓迎,かんげい,kangei,bienvenido
1880,開発,かいはつ,kaihatsu,desarrollo
1881,郵便屋さん,ゆうびにゃさん,yuubinyasan,Cartero
1882,会長,かいちょう,kaichou,presidente
1883,金,きん,kin,oro
1884,灰,はい,hai,ceniza
1885,骨,ほね,hone,hueso
1886,風呂屋,ふろや,furoya,Baño
1887,細か,こまか,komaka,bien
1888,行き,ゆき,yuki,Yendo
1889,人々,ひとびと,hitobito,gente
1890,寺,てら,tera,templo
1891,鶏,にわとり,niwatori,pollo
1892,港,みなと,minato,Puerto
1893,移る,うつる,utsuru,Mover
1894,異なる,ことなる,kotonaru,diferente
1895,提供,ていきょう,teikyou,Proporcionado por
1896,市民,しみん,shimin,Ciudadanos
1897,患者,かんじゃ,kanja,paciente
1898,元旦,がんたん,gantan,Día de Año Nuevo
1899,柔らかい,やわらかい,yawarakai,suave
1900,似合う,にあう,niau,Te queda bien
1901,確かめる,たしかめる,tashikameru,comprobar / confirmar
1902,背中,せなか,senaka,espalda
1903,肌,はだ,hada,piel
1904,順番,じゅんばん,junban,orden
1905,まとも,まとも,matomo,Decente
1906,ぴったり,ぴったり,pittari,Perfecto
1907,思わず,おもわず,omowazu,sin querer / involuntariamente
1908,より,より,yori,que / más que / desde
1909,もったいない,もったいない,mottainai,Demasiado bueno para desperdiciar
1910,情報,じょうほう,jouhou,información
1911,諦める,あきらめる,akirameru,abandonar
1912,懐かしい,なつかしい,natsukashii,nostálgico
1913,怪しい,あやしい,ayashii,sospechoso
1914,示す,しめす,shimesu,mostrar / indicar
1915,たっぷり,たっぷり,tappuri,a montones / abundantemente
1916,早速,さっそく,sassoku,de inmediato
1917,偶然,ぐうぜん,guuzen,Por casualidad
1918,続き,つづき,tsuduki,continuación
1919,合計,ごうけい,goukei,total
1920,傷,きず,kizu,herida / rasguño
1921,面倒,めんどう,mendou,molestia / problema
1922,具合,ぐあい,guai,estado / condición
1923,中止,ちゅうし,chuushi,Cancelar
1924,手続き,てつづき,tetsuduki,procedimiento
1925,結果,けっか,kekka,resultado
1926,建設,けんせつ,kensetsu,construcción
1927,販売,はんばい,hanbai,venta
1928,機能,きのう,kinou,función
1929,頃,ころ,koro,aproximadamente / por ahí
1930,日中,いっちゅう,Nicchuu,de día / Japón-China según contexto
1931,今後,おんご,Kongo,de ahora en adelante
1932,影響,えいきょう,eikyou,Impacto
1933,分野,ぶにゃ,bunya,campo / ámbito
1934,関する,かんする,kansuru,relacionado con / sobre
1935,状態,じょうたい,joutai,situación
1936,価格,かかく,kakaku,precio
1937,姿,すがた,sugata,figura / aspecto
1938,期待,きたい,kitai,expectativa
1939,除く,のぞく,nozoku,excepto
1940,一般,いっぱん,ippan,General
1941,表現,ひょうげん,hyougen,Expresión
1942,完成,かんせい,kansei,Terminado
1943,変化,へんか,henka,cambio / variación
1944,参加,さんか,sanka,Participación
1945,土地,とち,tochi,tierra
1946,検討,けんとう,kentou,estudio / examen / consideración
1947,開始,かいし,kaishi,comenzar
1948,備える,そなえて,sonaete,prepararse / proveer
1949,内容,ないよう,naiyou,Contenido
1950,与える,あたえる,ataeru,dar
1951,広がる,ひろがる,hirogaru,desparramar
1952,事実,じじつ,jijitsu,hecho
1953,決定,けってい,kettei,decisión
1954,住宅,じゅうたく,juutaku,vivienda
1955,代表,だいひょう,daihyou,representante
1956,命令,めいれい,meirei,instrucción
1957,立場,たちば,tachiba,posición
1958,なお,なお,Nao,además / todavía
1959,計算,けいさん,keisan,Cálculo
1960,可能,かのう,kanou,Posible
1961,報告,ほうこく,houkoku,Informe
1962,都市,とし,toshi,Ciudad
1963,政治,せいじ,seiji,Política
1964,競争,きょうそう,kyousou,competencia
1965,原因,げにん,genin,Causa
1966,活動,かつどう,katsudou,Actividades
1967,歴史,れきし,rekishi,historia
1968,表,ひょう,hyou,tabla / superficie / frente
1969,サイト,さいと,saito,sitio
1970,土産,みやげ,miyage,recuerdo
1971,臭い,におい,nioi,olor
1972,現金,げんきん,genkin,dinero
1973,虫,むし,mushi,insecto
1974,寄る,よる,yoru,pararse / pasarse por
1975,田舎,いなか,inaka,campo
1976,帰宅,きたく,kitaku,regreso a casa
1977,重大,じゅうだい,juudai,Importante
1978,マイナス,まいなす,mainasu,menos
1979,稼ぐ,かせぐ,kasegu,ganar / ganar dinero
1980,左右,さゆう,sayuu,Izquierda y derecha
1981,痛み,いたみ,itami,dolor
1982,誤解,ごかい,gokai,Malentendido
1983,文句,もんく,monku,queja
1984,欧米,おうべい,oubei,Europa y los Estados Unidos
1985,面接,めんせつ,mensetsu,entrevista
1986,サイン,さいん,sain,firma / autógrafo
1987,年中,ねんじゅう,nenjuu,Durante todo el año
1988,機嫌,きげん,kigen,ánimo
1989,居間,いま,ima,sala de estar
1990,度々,たびたび,tabitabi,Muchas veces
1991,例文,れいぶん,reibun,Oración de ejemplo
1992,怠ける,なまける,namakeru,holgazanear
1993,転勤,てんきん,tenkin,transferir
1994,政府,せいふ,seifu,gobierno
1995,所有,しょゆう,shoyuu,posesión / propiedad
1996,いずれ,いずれ,izure,Algún día
1997,対する,たいする,taisuru,Opuesto
1998,教会,きょうかい,kyoukai,Iglesia
1999,ご存知,ごぞんじ,gozonji,conocer / saber
2000,雀,すずめ,suzume,Gorrión
2001,適当,てきとう,tekitou,adecuado / apropiado / más o menos
2002,残り,のこり,nokori,resto / restante
2003,戻す,もどす,modosu,devolver
2004,体重,たいじゅう,taijuu,peso corporal
2005,どうせ,どうせ,douse,De todos modos
2006,あれこれ,あれこれ,arekore,esto y aquello / varias cosas
2007,湖,みずうみ,mizuumi,lago
2008,とうとう,とうとう,toutou,finalmente
2009,負け,まけ,make,derrota / pérdida
2010,悔しい,くやしい,kuyashii,lamentable
2011,姉妹,しまい,shimai,Hermanas
2012,助かる,たすかる,tasukaru,salvarse / ser útil
2013,手前,てまえ,temae,Primer plano
2014,さっぱり,さっぱり,sappari,Refrescado / Completamente / Nada (con neg.)
2015,ついで,ついで,tsuide,Y luego
2016,すっきり,すっきり,sukkiri,Refrescado / Aliviado / Claro y ordenado
2017,とんでもない,とんでもない,tondemonai,de ninguna manera
2018,坂,さか,saka,pendiente
2019,飛び込む,とびこむ,tobikomu,bucear
2020,コメント,こめんと,komento,Comentario
2021,書き直す,かきなおす,kakinaosu,Volver a escribir
2022,看護婦,かんごふ,kangofu,enfermera
2023,就職,しゅうしょく,shuushoku,conseguir trabajo
2024,糸,いと,ito,hilo
2025,売り場,うりば,uriba,Área de ventas
2026,校長,こうちょう,kouchou,director / rector
2027,見学,けんがく,kengaku,visita
2028,進学,しんがく,shingaku,continuar estudios
2029,退院,たっいん,taiin,alta hospitalaria
2030,テント,てんと,tento,carpa
2031,踊り,おどり,odori,baile / danza
2032,植える,うえる,ueru,plantar
2033,幼稚園,ようちえん,youchien,kindergarten
2034,エアメール,えあめーる,eameeru,Correo aéreo
2035,四季,しき,shiki,Cuatro estaciones
2036,ナイロン,ないろん,nairon,nylon
2037,消防車,しょうぼうしゃ,shoubousha,Camión de bomberos
2038,ハンドバッグ,はんどばっぐ,handobaggu,Bolso
2039,農業,のうぎょう,nougyou,Agricultura
2040,アイロン,あいろん,airon,plancha
2041,ラッシュアワー,らっしゅあわー,rasshuawaa,Hora punta
2042,速達,そくたつ,sokutatsu,correo urgente
2043,予習,よしゅう,yoshuu,preparación de clase / estudio previo
2044,書留,かきとめ,kakitome,correo certificado
2045,深さ,ふかさ,fukasa,Profundidad
2046,ウィスキー,うぃすきー,wisukii,whisky
2047,シャープペンシル,しゃーぷぺんしる,shaapupenshiru,Lápiz mecánico
2048,取引,とりひき,torihiki,transacción
2049,設ける,もうける,moukeru,establecer
2050,一定,いってい,ittei,Constante
2051,記者,きしゃ,kisha,Reportero
2052,基準,きじゅん,kijun,estándar
2053,傾向,けいこう,keikou,tendencia
2054,契約,けいやく,keiyaku,contrato
2055,産業,さんぎょう,sangyou,industria
2056,事情,じじょう,jijou,Cosas
2057,実行,じっこう,jikkou,ejecución
2058,組織,そしき,soshiki,Organización
2059,逮捕,たいほ,taiho,Detención
2060,程度,ていど,teido,grado
2061,同様,どうよう,douyou,Similar
2062,要求,ようきゅう,youkyuu,pedido
2063,貿易,ぼうえき,boueki,Comercio
2064,輸出,ゆしゅつ,yushutsu,exportar
2065,商業,しょうぎょう,shougyou,Comercial
2066,船便,ふなびん,funabin,Envío
2067,選挙,せんきょ,senkyo,elección
2068,住民,じゅうみん,juumin,residentes
2069,出席,しゅっせき,shusseki,Asistencia
2070,発言,はつげん,hatsugen,comentario
2071,伴う,ともなう,tomonau,Junto con
2072,採用,さいよう,saiyou,Reclutamiento
2073,処理,しょり,shori,proceso
2074,解決,かいけつ,kaiketsu,Resuelto
2075,全国,ぜんこく,zenkoku,A escala nacional
2076,作業,さぎょう,sagyou,trabajar
2077,生産,せいさん,seisan,producción
2078,管理,かんり,kanri,gestión
2079,増加,ぞうか,zouka,aumentar
2080,特徴,とくちょう,tokuchou,Características
2081,強調,きょうちょう,kyouchou,Énfasis
2082,制度,せいど,seido,sistema
2083,株,かぶ,kabu,Kk
2084,加える,くわえる,kuwaeru,Agregar
2085,強化,きょうか,kyouka,Realce
2086,設計,せっけい,sekkei,diseño
2087,段階,だんかい,dankai,paso
2088,行う,おこなう,okonau,conducta
2089,経済,けいざい,keizai,economía
2090,工場,こうじょう,koujou,fábrica
2091,技術,ぎじゅつ,gijutsu,Tecnología
2092,施設,しせつ,shisetsu,instalación
2093,神,かみ,kami,Dios
2094,人口,じんこう,jinkou,población
2095,党,とう,tou,fiesta
2096,輸入,ゆにゅう,yunyuu,Importar
2097,煮る,にる,niru,Hervir a fuego lento
2098,コンサート,こんさーと,konsaato,Concierto
2099,ガソリン,がそりん,gasorin,gasolina
2100,パンツ,ぱんつ,pantsu,pantalones
2101,そっくり,そっくり,sokkuri,Así
2102,名刺,めいし,meishi,tarjeta de presentación
2103,いちいち,いちいち,ichiichi,Cada uno
2104,しつこい,しつこい,shitsukoi,Estancia
2105,喉,のど,nodo,garganta
2106,身長,しんちょう,shinchou,altura
2107,何で,なんで,nande,Por qué
2108,味噌,みそ,miso,miso
2109,気の毒,きのどく,kinodoku,Lo siento
2110,そっと,そっと,sotto,Despacio
2111,こっそり,こっそり,kossori,A escondidas / Secretamente
2112,うっかり,うっかり,ukkari,por inadvertencia
2113,わざと,わざと,wazato,A propósito
2114,がっかり,がっかり,gakkari,Decepcionante
2115,ぼんやり,ぼんやり,bonyari,Ausente
2116,酢,す,su,vinagre
2117,羨ましい,うらやましい,urayamashii,envidiable
2118,捕まえる,つかまえる,tsukamaeru,atrapar
2119,ちっとも,ちっとも,chittomo,Un poco
2120,親指,おやゆび,oyayubi,pulgar
2121,通り過ぎる,とおりすぎる,toorisugiru,Pasar
2122,屋上,おくじょう,okujou,techo
2123,蓋,ふた,futa,tapa
2124,いつの間にか,いつのまにか,itsunomanika,Antes de que lo supiera
2125,象,ぞう,zou,elefante
2126,嫌がる,いやがる,iyagaru,lo odio
2127,わがまま,わがまま,wagamama,(na) Egoísta / Caprichoso
2128,徹夜,てつや,tetsuya,Toda la noche
2130,ふざける,ふざける,fuzakeru,Beso
2131,一度に,いちどに,ichidoni,Inmediatamente
2132,頷く,うなずく,unazuku,asentir
2133,改札,かいさつ,kaisatsu,Puerta de entrada
2134,手伝い,てつだい,tetsudai,ayuda
2135,とっくに,とっくに,tokkuni,Hace mucho tiempo
2136,洗剤,せんざい,senzai,detergente
2137,手首,てくび,tekubi,muñeca
2138,日帰り,ひがえり,higaeri,Excursión
2139,取り消す,とりけす,torikesu,Cancelar
2140,あきれる,あきれる,akireru,Estoy asombrado
2141,月末,げつまつ,getsumatsu,Fin de mes
2142,咳,せき,seki,tos
2143,あいにく,あいにく,ainiku,Desafortunadamente
2144,近寄る,ちかよる,chikayoru,arrimarse
2145,うろうろ,うろうろ,urouro,Vagar / Merodear / Deambular
2146,重たい,おもたい,omotai,pesado
2147,かじる,かじる,kajiru,Agarre
2148,長引く,ながびく,nagabiku,Es largo
2149,せっせと,せっせと,sesseto,Soy tan entusiasta
2150,横切る,よこぎる,yokogiru,Cruce
2151,取り替える,とりかえる,torikaeru,reemplazar
2152,からかう,からかう,karakau,Dime
2153,好き嫌い,すききらい,sukikirai,Me gusta
2154,蒸し暑い,むしあつい,mushiatsui,húmedo
2155,支度,したく,shitaku,Prepararse
2156,薄暗い,うすぐらい,usugurai,oscuro
2157,着替え,きがえ,kigae,Ropa cambiante
2158,ワンピース,わんぴーす,wanpiisu,Vestido
2159,生年月日,せいねんがっぴ,seinengappi,fecha de nacimiento
2160,虫歯,むしば,mushiba,caries dental
2161,留守番,るすばん,rusuban,Ausentarse
2162,張り切る,はりきる,harikiru,estar entusiasmado
2163,意地悪,いじわる,ijiwaru,Desorden
2164,生意気,なまいき,namaiki,Fresco
2165,シーツ,しーつ,shiitsu,Hojas
2166,フライパン,ふらいぱん,furaipan,Sartén
2167,一人一人,ひとりひとり,hitorihitori,Cada persona
2168,話し掛ける,はなしかける,hanashikakeru,Háblame
2169,追い掛ける,おいかける,oikakeru,Ir
2170,小指,こゆび,koyubi,dedo meñique
2171,ぴかぴか,ぴかぴか,pikapika,Brillante / Reluciente (algo limpio o nuevo)
2172,中指,なかゆび,nakayubi,dedo medio
2173,まぶた,まぶた,mabuta,párpado
2174,面倒臭い,めんどうくさい,mendoukusai,Es problemático
2175,ゆでる,ゆでる,yuderu,Hervir
2176,できるだけ,できるだけ,dekirudake,todo lo posible
2177,もしかしたら,もしかしたら,moshikashitara,Tal vez
2178,いつまでも,いつまでも,itsumademo,Para siempre
2179,まぶしい,まぶしい,mabushii,brillante
2180,おやつ,おやつ,oyatsu,bocadillo
2181,空っぽ,からっぽ,karappo,vacío
2182,ぶつぶつ,ぶつぶつ,butsubutsu,Mascullar
2183,すっと,すっと,sutto,derecho
2184,図々しい,ずうずうしい,zuuzuushii,impudente
2185,にっこり,にっこり,nikkori,Sonrisa
2186,けち,けち,kechi,Un ruido sordo
2187,追い付く,おいつく,oitsuku,ponerse al día
2188,くしゃみ,くしゃみ,kushami,Estornudo
2189,冷ます,さます,samasu,Frío
2190,だらしない,だらしない,darashinai,No descuidado
2191,甘やかす,あまやかす,amayakasu,mimar
2192,いらいら,いらいら,iraira,Irritado / Nervioso
2193,薬指,くすりゆび,kusuriyubi,dedo anular
2194,のろのろ,のろのろ,noronoro,Lentamente / Con pereza (movimiento)
2195,ポイント,ぽいんと,pointo,punto
2196,工業,こうぎょう,kougyou,Industrial
2197,構造,こうぞう,kouzou,estructura
2198,さすが,さすが,sasuga,Como se esperaba
2199,居眠り,いねむり,inemuri,Dormitorio
2200,散らかす,ちらかす,chirakasu,Dispersar
2201,濡らす,ぬらす,nurasu,húmedo
2202,日にち,ひにち,hinichi,Fecha
2203,苛める,いじめる,ijimeru,fastidiar
2204,足下,あしもと,ashimoto,pie
2205,うさぎ,うさぎ,usagi,Conejo
2206,紺,こん,kon,Azul marino
2207,目茶苦茶,めちゃくちゃ,mechakucha,Té mecha
2208,立ち入り禁止,たちいりきんし,tachiirikinshi,No hay entrada
2209,間もなく,まもなく,mamonaku,Pronto
2210,通帳,つうちょう,tsuuchou,libreta de depósitos
2211,しびれる,しびれる,shibireru,Estoy entumecido
2212,ぎっしり,ぎっしり,gisshiri,Lleno
2213,うがい,うがい,ugai,Gárgaras
2214,思い付く,おもいつく,omoitsuku,Pienso en eso
2215,宛名,あてな,atena,DIRECCIÓN
2216,戸棚,とだな,todana,Armario
2217,焦げる,こげる,kogeru,Quemaduras
2218,かく,かく,kaku,escribir
